facility_name,permit_id,lat,lon,latlong_type,facility_type,program
HALE PILINA (2),HIF014291,20.893292,-156.468302,Permitted Feature,Privately Owned Facility,NPDES
HALE PILINA (2),HIF014291,20.888277,-156.462459,Permitted Feature,Privately Owned Facility,NPDES
PHILIPPSON RESIDENCE,HIF014292,20.801939,-156.361925,Permitted Feature,Privately Owned Facility,NPDES
PHILIPPSON RESIDENCE,HIF014292,20.801939,-156.361925,Facility,Privately Owned Facility,NPDES
KA'ALA PAR HAWAII REFINERY - DEMOLITION TO EQUIPMENT,HIF014293,21.306741,-158.114667,Permitted Feature,Municipality,NPDES
KA'ALA PAR HAWAII REFINERY - DEMOLITION TO EQUIPMENT,HIF014293,21.305836,-158.114185,Permitted Feature,Municipality,NPDES
KA'ALA PAR HAWAII REFINERY - DEMOLITION TO EQUIPMENT,HIF014293,21.305836,-158.114185,Facility,Municipality,NPDES
"KAHAKAI BOULEVARD SHOULDER IMPROVEMENTS, PHASE 1",HIF014294,19.560799,-154.888039,Permitted Feature,Municipal or Water District,NPDES
KIHEI HIGH SCHOOL PHASE 1B INFRASTRUCTURE - STOCKPILE REMOVAL,HIF014295,20.7615,-156.4596,Permitted Feature,State Government,NPDES
KIHEI HIGH SCHOOL PHASE 1B INFRASTRUCTURE - STOCKPILE REMOVAL,HIF014295,20.7615,-156.4596,Facility,State Government,NPDES
RED HILL TEMPORARY WATER TREATMENT FACILITY,HIF014296,21.370278,-157.910833,Permitted Feature,Federal Facility (U.S. Government),NPDES
RED HILL TEMPORARY WATER TREATMENT FACILITY,HIF014296,21.371297,-157.907656,Permitted Feature,Federal Facility (U.S. Government),NPDES
RED HILL TEMPORARY WATER TREATMENT FACILITY,HIF014296,21.370894,-157.904198,Permitted Feature,Federal Facility (U.S. Government),NPDES
RED HILL TEMPORARY WATER TREATMENT FACILITY,HIF014296,21.370278,-157.910833,Facility,Federal Facility (U.S. Government),NPDES
GOLF RIDGE-PHASE 2 UPPER LOT SITE WORK,HIF014297,21.367063,-157.892608,Permitted Feature,Privately Owned Facility,NPDES
REPAIR SOUTH WATER LINE AND APPURTENANCES (1),HIF014299,21.35329,-157.895612,Permitted Feature,Federal Facility (U.S. Government),NPDES
REPAIR SOUTH WATER LINE AND APPURTENANCES (1),HIF014299,21.356786,-157.888237,Permitted Feature,Federal Facility (U.S. Government),NPDES
REPAIR SOUTH WATER LINE AND APPURTENANCES (1),HIF014299,21.356786,-157.888237,Facility,Federal Facility (U.S. Government),NPDES
REPAIR NORTH WATER LINE AND APPURTENANCES,HIF014300,21.357672,-157.887506,Permitted Feature,Federal Facility (U.S. Government),NPDES
WARD VILLAGE - KALAE,HIF014303,21.2941,-157.8569,Permitted Feature,Privately Owned Facility,NPDES
WARD VILLAGE - KALAE,HIF014303,21.2937,-157.8561,Permitted Feature,Privately Owned Facility,NPDES
WARD VILLAGE - KALAE,HIF014303,21.2944,-157.8573,Permitted Feature,Privately Owned Facility,NPDES
MCON PROJECT FY22 P-956 & FY23 P-973 BACHELOR ENLISTED QUARTERS,HIF014304,21.441535,-157.75189,Permitted Feature,Federal Facility (U.S. Government),NPDES
MCON PROJECT FY22 P-956 & FY23 P-973 BACHELOR ENLISTED QUARTERS,HIF014304,21.436713,-157.752191,Permitted Feature,Federal Facility (U.S. Government),NPDES
MCON PROJECT FY22 P-956 & FY23 P-973 BACHELOR ENLISTED QUARTERS,HIF014304,21.447714,-157.762224,Permitted Feature,Federal Facility (U.S. Government),NPDES
MCON PROJECT FY22 P-956 & FY23 P-973 BACHELOR ENLISTED QUARTERS,HIF014304,21.436713,-157.752191,Facility,Federal Facility (U.S. Government),NPDES
MOANALUA ROAD: 8-INCH WATER MAIN (3),HIF014305,21.39053,-157.948143,Permitted Feature,Municipality,NPDES
NORTH SHORE PRESERVE CLUBHOUSE,HIF014306,22.210582,-159.451857,Permitted Feature,Privately Owned Facility,NPDES
HONUA OLA BIOENERGY PLANT,HIF014308,19.842819,-155.084842,Permitted Feature,Privately Owned Facility,NPDES
HONUA OLA BIOENERGY PLANT,HIF014308,19.843906,-155.084575,Permitted Feature,Privately Owned Facility,NPDES
HONUA OLA BIOENERGY PLANT,HIF014308,19.844819,-155.084128,Permitted Feature,Privately Owned Facility,NPDES
HONUA OLA BIOENERGY PLANT,HIF014308,19.843631,-155.084714,Permitted Feature,Privately Owned Facility,NPDES
HONUA OLA BIOENERGY PLANT,HIF014308,19.842819,-155.084842,Facility,Privately Owned Facility,NPDES
HONOLULU HARBOR MAINTENANCE DREDGING (4),HIF014310,21.328365,-158.115482,Permitted Feature,Federal Facility (U.S. Government),NPDES
HONOLULU HARBOR MAINTENANCE DREDGING (4),HIF014310,21.327,-158.112,Permitted Feature,Federal Facility (U.S. Government),NPDES
HONOLULU HARBOR MAINTENANCE DREDGING (4),HIF014310,21.321686,-158.119768,Permitted Feature,Federal Facility (U.S. Government),NPDES
HONOLULU HARBOR MAINTENANCE DREDGING (4),HIF014310,21.309498,-157.864765,Permitted Feature,Federal Facility (U.S. Government),NPDES
HONOLULU HARBOR MAINTENANCE DREDGING (4),HIF014310,21.328365,-158.115482,Facility,Federal Facility (U.S. Government),NPDES
UPLANDS AT MAUNA KEA PARCELS D-2 AND D-5,HIF014311,20.002817,-155.79842,Permitted Feature,Privately Owned Facility,NPDES
UPLANDS AT MAUNA KEA PARCELS D-2 AND D-5,HIF014311,20.002665,-155.802668,Permitted Feature,Privately Owned Facility,NPDES
UPLANDS AT MAUNA KEA PARCELS D-2 AND D-5,HIF014311,20.001462,-155.802095,Permitted Feature,Privately Owned Facility,NPDES
UPLANDS AT MAUNA KEA PARCELS D-2 AND D-5,HIF014311,20.000858,-155.80401,Permitted Feature,Privately Owned Facility,NPDES
UPLANDS AT MAUNA KEA PARCELS D-2 AND D-5,HIF014311,20.002377,-155.80622,Permitted Feature,Privately Owned Facility,NPDES
UPLANDS AT MAUNA KEA PARCELS D-2 AND D-5,HIF014311,20.000422,-155.805391,Permitted Feature,Privately Owned Facility,NPDES
UPLANDS AT MAUNA KEA PARCELS D-2 AND D-5,HIF014311,20.002817,-155.79842,Facility,Privately Owned Facility,NPDES
KAHUINA,HIF014312,21.294397,-157.866993,Permitted Feature,Privately Owned Facility,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.334031,-157.879538,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.326098000000002,-157.867744,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.324014,-157.870483,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.335713,-157.877585,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.336104,-157.876798,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.335987,-157.877404,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.335602,-157.877863,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.341837,-157.886047,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.342386,-157.888526,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.341964,-157.887377,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.335625,-157.887223,Permitted Feature,State Government,NPDES
"INTERSTATE H-1 EASTBOUND IMPROVEMENTS, OLA LANE TO LIKELIKE HIGHWAY OFF-RAMP (4)",HIF014313,21.324002,-157.865087,Permitted Feature,State Government,NPDES
HOOKENA INTERSECTION DESIGN IMPROVEMENTS,HIF014314,20.758691,-156.450041,Permitted Feature,Privately Owned Facility,NPDES
HOOKENA INTERSECTION DESIGN IMPROVEMENTS,HIF014314,20.759626,-156.460287,Permitted Feature,Privately Owned Facility,NPDES
HOOKENA INTERSECTION DESIGN IMPROVEMENTS,HIF014314,20.758691,-156.450041,Facility,Privately Owned Facility,NPDES
HO?OPILI INDUSTRIAL MIXED USE (IMX) SUBDIVISION MASS GRADING AND INFRASTRUCTURE,HIF014316,21.375291,-158.03887,Permitted Feature,Privately Owned Facility,NPDES
HO?OPILI INDUSTRIAL MIXED USE (IMX) SUBDIVISION MASS GRADING AND INFRASTRUCTURE,HIF014316,21.375291,-158.03887,Facility,Privately Owned Facility,NPDES
FLORES AND CHANG AGRICULTURAL PROPERTY (1),HIF014317,20.934806,-156.279568,Permitted Feature,Privately Owned Facility,NPDES
KALOKO COMMERCIAL CENTER LOT 22,HIF014320,19.686911,-156.014902,Facility,Privately Owned Facility,NPDES
TAMC WATERLINE REPLACEMENT UPPER TANK,HIF014322,21.36136,-157.880967,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT UPPER TANK,HIF014322,21.363409,-157.877899,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT UPPER TANK,HIF014322,21.36136,-157.880967,Facility,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT IHG HOTEL,HIF014323,21.358219,-157.886759,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT IHG HOTEL,HIF014323,21.360243,-157.885421,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT CENTRAL PLANT,HIF014324,21.359385,-157.898944,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT CENTRAL PLANT,HIF014324,21.359385,-157.898944,Facility,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT JARRETT WHITE,HIF014325,21.356728,-157.888221,Permitted Feature,Federal Facility (U.S. Government),NPDES
DEVELOPMENT OF THE LOWER SITE IN TMK (1) 4-2-15:014,HIF014326,21.401043,-157.767836,Permitted Feature,Privately Owned Facility,NPDES
DEVELOPMENT OF THE LOWER SITE IN TMK (1) 4-2-15:014,HIF014326,21.401043,-157.767836,Facility,Privately Owned Facility,NPDES
"FARRINGTON HIGHWAY WIDENING, KAPOLEI GOLF COURSE TO FORT WEAVER ROAD, CONTRACTOR",HIF014329,21.361244,-158.053436,Permitted Feature,State Government,NPDES
U HAUL KONA FACILITY 705072,HIF014330,19.674177,-156.026154,Permitted Feature,Privately Owned Facility,NPDES
CONSTRUCT 6MG POTABLE WATER STORAGE TANK S2,HIF014331,21.36109,-157.923271,Permitted Feature,Federal Facility (U.S. Government),NPDES
CONSTRUCT 6MG POTABLE WATER STORAGE TANK S2,HIF014331,21.36109,-157.923271,Facility,Federal Facility (U.S. Government),NPDES
MALAMA ONE RECYCLING,HIF014332,19.636596,-155.035935,Permitted Feature,Privately Owned Facility,NPDES
MALAMA ONE RECYCLING,HIF014332,19.636596,-155.035935,Facility,Privately Owned Facility,NPDES
P-209 DRY DOCK 3 REPLACEMENT,HIF014333,21.351466,-157.96474,Facility,Federal Facility (U.S. Government),NPDES
MAUI RESEARCH AND TECHNOLOGY PARK 2.0 MG RESERVOIR,HIF014334,20.748373,-156.428027,Permitted Feature,Privately Owned Facility,NPDES
MAUI RESEARCH AND TECHNOLOGY PARK 2.0 MG RESERVOIR,HIF014334,20.749465,-156.42739,Permitted Feature,Privately Owned Facility,NPDES
MAUI RESEARCH AND TECHNOLOGY PARK 2.0 MG RESERVOIR,HIF014334,20.748373,-156.428027,Facility,Privately Owned Facility,NPDES
"REPLACE 24-INCH WATER LINE, HOSPITAL POINT TO HICKAM (3)",HIF014335,21.352214,-157.960683,Permitted Feature,Federal Facility (U.S. Government),NPDES
"REPLACE 24-INCH WATER LINE, HOSPITAL POINT TO HICKAM (3)",HIF014335,21.345378,-157.966056,Permitted Feature,Federal Facility (U.S. Government),NPDES
"REPLACE 24-INCH WATER LINE, HOSPITAL POINT TO HICKAM (3)",HIF014335,21.343592,-157.964986,Permitted Feature,Federal Facility (U.S. Government),NPDES
"REPLACE 24-INCH WATER LINE, HOSPITAL POINT TO HICKAM (3)",HIF014335,21.330075,-157.966244,Permitted Feature,Federal Facility (U.S. Government),NPDES
"REPLACE 24-INCH WATER LINE, HOSPITAL POINT TO HICKAM (3)",HIF014335,21.341333,-157.964678,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY22 MILCON P-2005 WORKING DOG TREATMENT FACILITY (1),HIF014336,21.335969,-157.935919,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY22 MILCON P-2005 WORKING DOG TREATMENT FACILITY (1),HIF014336,21.335739,-157.935469,Permitted Feature,Federal Facility (U.S. Government),NPDES
"HALAWA SEWER, WATER, DRAINAGE REPAIR (1)",HIF014337,21.371111,-157.92417,Permitted Feature,Federal Facility (U.S. Government),NPDES
"HALAWA SEWER, WATER, DRAINAGE REPAIR (1)",HIF014337,21.365556,-157.93833,Permitted Feature,Federal Facility (U.S. Government),NPDES
"HALAWA SEWER, WATER, DRAINAGE REPAIR (1)",HIF014337,21.378061,-157.925465,Facility,Federal Facility (U.S. Government),NPDES
RENEWABLE ENERGY SYSTEMS INSTALLATION & FACILITY ENERGY IMPROVEMENTS (1),HIF014338,21.51514,-158.012602,Permitted Feature,Federal Facility (U.S. Government),NPDES
RENEWABLE ENERGY SYSTEMS INSTALLATION & FACILITY ENERGY IMPROVEMENTS (1),HIF014338,21.516338,-158.007313,Permitted Feature,Federal Facility (U.S. Government),NPDES
REPAIR 24-INCH WATERLINE FROM FORD ISLAND TO LANDING C,HIF014339,21.346404,-157.942275,Facility,Federal Facility (U.S. Government),NPDES
CAMPBELL HIGH SCHOOL ATHLETIC COMPLEX FACILITIES,HIF014340,21.310456,-158.005588,Permitted Feature,State Government,NPDES
TAMC 94 PUMP AND MOTOR,HIF014342,21.351122,-157.893332,Facility,Federal Facility (U.S. Government),NPDES
LAULIMA KAPOLEI WEST DEVELOPMENT LA-2 MASS GRADING (1),HIF014343,21.314,-158.119,Permitted Feature,Privately Owned Facility,NPDES
LAULIMA KAPOLEI WEST DEVELOPMENT LA-1 MASS GRADING (1),HIF014344,21.314,-158.119,Permitted Feature,Privately Owned Facility,NPDES
LAULIMA KAPOLEI WEST DEVELOPMENT LA-3 MASS GRADING (1),HIF014345,21.314,-158.119,Permitted Feature,Privately Owned Facility,NPDES
LAULIMA KAPOLEI WEST DEVELOPMENT LA-3 MASS GRADING (1),HIF014345,21.314,-158.119,Facility,Privately Owned Facility,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.329797,-157.929623,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.330606,-157.907042,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.313902,-157.917698,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.324008,-157.929624,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.32221,-157.929634,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.321957,-157.929473,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.319889,-157.925662,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.318764,-157.924541,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.312429,-157.929722,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.310646,-157.929004,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.310881,-157.928762,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.311895,-157.926585,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.330831,-157.903277,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.311929,-157.926149,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.315738,-157.915683,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.317624,-157.912844,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.318856,-157.910699,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.321386,-157.907651,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.32295,-157.905385,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.303839,-157.932153,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.303982,-157.929581,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304018,-157.929252,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.30406,-157.92769,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304064,-157.926349,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304065,-157.925929,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304063,-157.924087,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304054,-157.922477,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304051,-157.921849,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304044,-157.920489,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304035,-157.918843,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304026,-157.916676,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304028,-157.915152,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.30403,-157.912549,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.30403,-157.911112,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304029,-157.910054,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304027,-157.907799,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.304335,-157.906641,Permitted Feature,State Government,NPDES
RUNWAYS AND TAXIWAYS SHOULDER REHABILITATION (2),HIF014346,21.306361,-157.906143,Permitted Feature,State Government,NPDES
PULEHUNUI LOT 2-O,HIF014347,20.8095,-156.453,Permitted Feature,Privately Owned Facility,NPDES
PULEHUNUI LOT 2-O,HIF014347,20.8095,-156.453,Facility,Privately Owned Facility,NPDES
MCKINLEY HIGH SCHOOL ATHLETIC COMPLEX IMPROVEMENTS,HIF014348,21.292561,-157.855185,Permitted Feature,State Government,NPDES
KAWILI MANONO STREET SHOULDER IMPROVEMENTS,HIF014349,19.713498,-155.075309,Permitted Feature,Municipal or Water District,NPDES
KAWILI MANONO STREET SHOULDER IMPROVEMENTS,HIF014349,19.720875,-155.070688,Permitted Feature,Municipal or Water District,NPDES
KAWILI MANONO STREET SHOULDER IMPROVEMENTS,HIF014349,19.713498,-155.075309,Facility,Municipal or Water District,NPDES
MAUI PAGODA HOTEL (1),HIF014352,20.889966,-156.47142,Permitted Feature,Privately Owned Facility,NPDES
"TRAVEL PLAZA TRANSPORTATION, LLC (3)",HIF014353,21.313603,-157.865183,Permitted Feature,Privately Owned Facility,NPDES
WAIAKEA UKA PARK AND GYM (2),HIF014355,19.6736,-155.1077,Permitted Feature,Municipal or Water District,NPDES
ALAKONA CORPORATION RECYCLING FACILITY,HIF014356,21.315311,-158.119073,Permitted Feature,Privately Owned Facility,NPDES
REPAIR OF ADMINISTRATIVE SPACES (4),HIF014361,21.355667,-157.909408,Permitted Feature,Federal Facility (U.S. Government),NPDES
REPAIR OF ADMINISTRATIVE SPACES (4),HIF014361,21.360555,-157.898975,Permitted Feature,Federal Facility (U.S. Government),NPDES
REPAIR OF ADMINISTRATIVE SPACES (4),HIF014361,21.367322,-157.912934,Permitted Feature,Federal Facility (U.S. Government),NPDES
REPAIR OF ADMINISTRATIVE SPACES (4),HIF014361,21.352669,-157.940015,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.4139,-157.9708,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.4142,-157.9706,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.4114,-157.9728,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.4106,-157.9733,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.4106,-157.9739,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.4067,-157.9786,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.4,-157.9844,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.3964,-157.98,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.3958,-157.9783,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.395,-157.9781,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.391105,-157.974804,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-169 WAIAWA TRANSMISSION LINE,HIF014362,21.4139,-157.9708,Facility,Federal Facility (U.S. Government),NPDES
LIPOA PI'ILANI INTERSECTION DESIGN IMPROVEMENTS,HIF014363,20.745769,-156.457595,Permitted Feature,Privately Owned Facility,NPDES
LIPOA PI'ILANI INTERSECTION DESIGN IMPROVEMENTS,HIF014363,20.745769,-156.457595,Facility,Privately Owned Facility,NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.352222,-157.960833,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.352222,-157.959167,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.3525,-157.958333,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.351944,-157.9575,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.351941,-157.957477,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.352504,-157.957198,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.353681,-157.956367,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.354167,-157.956111,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.355,-157.955556,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.355278,-157.954444,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.353863,-157.953115,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.353323,-157.953517,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.353804,-157.953213,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.350158,-157.942848,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.350253,-157.942733,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.352778,-157.94,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.353345,-157.940051,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.355833,-157.947222,Permitted Feature,Federal Facility (U.S. Government),NPDES
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.356389,-157.945556,Permitted Feature,Federal Facility (U.S. Government),NPDES
