facility_name,permit_id,lat,lon,latlong_type,facility_type,program
FY21 REPLACE UNDERGROUND SALT WATER DISTRIBUTION LINES AND 12-INCH WATER LINE AL,HIF014364,21.352222,-157.960833,Facility,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.355957,-157.946013,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.356797,-157.945158,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.357,-157.9449,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.357285,-157.94461,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.357555,-157.944284,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.355634,-157.943436,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.355796,-157.943276,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.355899,-157.943154,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.356394,-157.942703,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.356778,-157.942452,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.356994,-157.942228,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.35706,-157.94215,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.357697,-157.941564,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.358093,-157.94123,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.358371000000002,-157.941002,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.358611,-157.940833,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.35877,-157.940672,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.358865,-157.940655,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.359092,-157.94089,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.359313,-157.941179,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.359388,-157.941256,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.359648,-157.941595,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.359803,-157.941881,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.359509,-157.942176,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.359298,-157.942362,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.359051,-157.942571,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.353795,-157.943077,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.353768,-157.942914,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.353689,-157.942495,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.353637,-157.941944,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.353549,-157.941295,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.353549,-157.940875,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.354715,-157.943594,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.3542,-157.943409,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.357884,-157.943979,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.357408,-157.941842,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.357763,-157.941539,Permitted Feature,Federal Facility (U.S. Government),NPDES
P-044 & P-1006 WHARVES WATERFRONT IMPROVEMENTS (2),HIF014365,21.355957,-157.946013,Facility,Federal Facility (U.S. Government),NPDES
"KEHALANI MODULES 3, 6, & 7",HIF014367,20.851667,-156.496944,Permitted Feature,Privately Owned Facility,NPDES
IOLANI SCHOOL - STUDENT CENTER,HIF014368,21.283429,-157.826834,Permitted Feature,Privately Owned Facility,NPDES
35 OLAKINO PLACE,HIF014369,20.71368,-156.361412,Permitted Feature,Privately Owned Facility,NPDES
35 OLAKINO PLACE,HIF014369,20.71368,-156.361412,Facility,Privately Owned Facility,NPDES
ARIZONA HALL PARKING LOT REPAVING (2),HIF014370,21.35,-157.943,Permitted Feature,Federal Facility (U.S. Government),NPDES
ONOMEA GARDEN 5 - RESIDENCE,HIF014371,19.812223,-155.117839,Permitted Feature,Privately Owned Facility,NPDES
PUNALUU WELLS II: PART B - STATION RENOVATION,HIF014372,21.586669,-157.89251,Permitted Feature,Municipal or Water District,NPDES
PUNALUU WELLS II: PART B - STATION RENOVATION,HIF014372,21.586669,-157.89251,Facility,Municipal or Water District,NPDES
SCHOFIELD BARRACKS WWTP,HIF014373,21.475181,-158.044655,Facility,Privately Owned Facility,NPDES
KUILEI PLACE (2),HIF014375,21.284936,-157.820573,Permitted Feature,Privately Owned Facility,NPDES
ALAKAWA STREET: 12-INCH WATER MAIN,HIF014376,21.316944,-157.876111,Permitted Feature,Municipal or Water District,NPDES
ALAKAWA STREET: 12-INCH WATER MAIN,HIF014376,21.318889,-157.874167,Permitted Feature,Municipal or Water District,NPDES
BONDED MATERIALS COMPANY MANUFACTURING CENTER,HIF014377,21.311111,-158.087778,Permitted Feature,Privately Owned Facility,NPDES
AGRICULTURE PROCESSING BUILDING,HIF014379,20.985332,-156.625979,Permitted Feature,Privately Owned Facility,NPDES
"VILLAGES OF LAI OPUA III, PHASE 3 OF VILLAGE IV",HIF014381,19.669174,-156.021078,Permitted Feature,Privately Owned Facility,NPDES
"VILLAGES OF LAI OPUA III, PHASE 3 OF VILLAGE IV",HIF014381,19.653439,-156.031376,Permitted Feature,Privately Owned Facility,NPDES
"VILLAGES OF LAI OPUA III, PHASE 3 OF VILLAGE IV",HIF014381,19.669174,-156.021078,Facility,Privately Owned Facility,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.074168,-159.361327,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.074844,-159.359547,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.075302,-159.359001,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.07729,-159.356298,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.077398,-159.355941,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.077485,-159.355685,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.078457,-159.350584,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.078778,-159.349467,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.080862,-159.347899,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.083189,-159.343536,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.08075,-159.338219,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.081299,-159.337898,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.078971,-159.332836,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.081116,-159.330627,Permitted Feature,Municipal or Water District,NPDES
"IMPROVEMENTS TO COLLECTOR ROADS - PORTIONS OF OLOHENA ROAD, KUKUI ST, ULU ST. -",HIF014382,22.084309,-159.347527,Permitted Feature,Municipal or Water District,NPDES
CENTRAL OAHU AGRICULTURE AND FOOD HUB SITE IMPROVEMENTS AND SEWER LIFT STATION,HIF014383,21.501977,-158.029262,Permitted Feature,State Government,NPDES
CENTRAL OAHU AGRICULTURE AND FOOD HUB SITE IMPROVEMENTS AND SEWER LIFT STATION,HIF014383,21.505468,-158.023329,Permitted Feature,State Government,NPDES
CENTRAL OAHU AGRICULTURE AND FOOD HUB SITE IMPROVEMENTS AND SEWER LIFT STATION,HIF014383,21.506902,-158.02274,Permitted Feature,State Government,NPDES
AUGUST AHRENS ELEMENTARY SCHOOL NEW CLASSROOM BUILDING,HIF014385,21.39053,-158.000019,Permitted Feature,State Government,NPDES
MAKENA RANCHES LOT 11 2-CC,HIF014387,20.649695,-156.431403,Permitted Feature,Privately Owned Facility,NPDES
PUUHALE ELEMENTARY SCHOOL SOFTBALL FIELD,HIF014388,21.320347,-157.891827,Permitted Feature,State Government,NPDES
DANIEL K. INOUYE INTERNATIONAL AIRPORT (3),HIF014390,21.333072,-157.91096,Permitted Feature,Privately Owned Facility,NPDES
DANIEL K. INOUYE INTERNATIONAL AIRPORT (3),HIF014390,21.330744,-157.907097,Permitted Feature,Privately Owned Facility,NPDES
DANIEL K. INOUYE INTERNATIONAL AIRPORT (3),HIF014390,21.327877,-157.929421,Permitted Feature,Privately Owned Facility,NPDES
BAILEY ROAD PEDESTRIAN SAFETY IMPROVEMENTS,HIF014391,21.382268,-157.920258,Permitted Feature,Federal Facility (U.S. Government),NPDES
BAILEY ROAD PEDESTRIAN SAFETY IMPROVEMENTS,HIF014391,21.381649,-157.908713,Permitted Feature,Federal Facility (U.S. Government),NPDES
BAILEY ROAD PEDESTRIAN SAFETY IMPROVEMENTS,HIF014391,21.382268,-157.920258,Facility,Federal Facility (U.S. Government),NPDES
"REPLACE WATER LINE, KAMAKAHI ROAD",HIF014393,21.327233,-157.956772,Permitted Feature,Federal Facility (U.S. Government),NPDES
"REPLACE WATER LINE, KAMAKAHI ROAD",HIF014393,21.325657,-157.956514,Permitted Feature,Federal Facility (U.S. Government),NPDES
"REPLACE WATER LINE, KAMAKAHI ROAD",HIF014393,21.328492,-157.94915,Permitted Feature,Federal Facility (U.S. Government),NPDES
"REPLACE WATER LINE, KAMAKAHI ROAD",HIF014393,21.326743,-157.953329,Permitted Feature,Federal Facility (U.S. Government),NPDES
HPHA AT KAIMALINO,HIF014394,19.643889,-156.011389,Permitted Feature,State Government,NPDES
KOLOA VILLAGE RESIDENTIAL,HIF014395,21.9008,-159.46341,Permitted Feature,Privately Owned Facility,NPDES
"SUNSHINE HELICOPTERS, INC.",HIF014396,21.986944,-159.333333,Permitted Feature,Privately Owned Facility,NPDES
"SUNSHINE HELICOPTERS, INC.",HIF014396,21.986944,-159.333333,Facility,Privately Owned Facility,NPDES
INTERSTATE ROUTE H-1 & H-2 PORTLAND CEMENT CONCRETE PAVEMENT REHABILITATION,HIF014397,21.411688,-157.990914,Permitted Feature,State Government,NPDES
INTERSTATE ROUTE H-1 & H-2 PORTLAND CEMENT CONCRETE PAVEMENT REHABILITATION,HIF014397,21.42543,-157.994343,Permitted Feature,State Government,NPDES
INTERSTATE ROUTE H-1 & H-2 PORTLAND CEMENT CONCRETE PAVEMENT REHABILITATION,HIF014397,21.431334,-157.995367,Permitted Feature,State Government,NPDES
INTERSTATE ROUTE H-1 & H-2 PORTLAND CEMENT CONCRETE PAVEMENT REHABILITATION,HIF014397,21.423611,-158.009761,Permitted Feature,State Government,NPDES
INTERSTATE ROUTE H-1 & H-2 PORTLAND CEMENT CONCRETE PAVEMENT REHABILITATION,HIF014397,21.378765,-158.020661,Permitted Feature,State Government,NPDES
INTERSTATE ROUTE H-1 & H-2 PORTLAND CEMENT CONCRETE PAVEMENT REHABILITATION,HIF014397,21.334678,-158.040208,Permitted Feature,State Government,NPDES
INTERSTATE ROUTE H-1 & H-2 PORTLAND CEMENT CONCRETE PAVEMENT REHABILITATION,HIF014397,21.344508,-158.075743,Permitted Feature,State Government,NPDES
INTERSTATE ROUTE H-1 & H-2 PORTLAND CEMENT CONCRETE PAVEMENT REHABILITATION,HIF014397,21.344442,-158.075759,Permitted Feature,State Government,NPDES
INTERSTATE ROUTE H-1 & H-2 PORTLAND CEMENT CONCRETE PAVEMENT REHABILITATION,HIF014397,21.299659,-158.068084,Permitted Feature,State Government,NPDES
INTERSTATE ROUTE H-1 & H-2 PORTLAND CEMENT CONCRETE PAVEMENT REHABILITATION,HIF014397,21.326045,-158.088843,Permitted Feature,State Government,NPDES
INTEROFFICE CABLE ROUTE A - WAHIAWA TO PUULOA,HIF014399,21.423473,-158.009743,Permitted Feature,Privately Owned Facility,NPDES
INTEROFFICE CABLE ROUTE A - WAHIAWA TO PUULOA,HIF014399,21.427018,-158.010912,Permitted Feature,Privately Owned Facility,NPDES
INTEROFFICE CABLE ROUTE A - WAHIAWA TO PUULOA,HIF014399,21.431659,-158.012885,Permitted Feature,Privately Owned Facility,NPDES
INTEROFFICE CABLE ROUTE A - WAHIAWA TO PUULOA,HIF014399,21.463602,-158.024059,Permitted Feature,Privately Owned Facility,NPDES
INTEROFFICE CABLE ROUTE - WAIALUA TO WAHIAWA,HIF014400,21.579208,-158.10301,Permitted Feature,Privately Owned Facility,NPDES
SOUTH TSA CHECKPOINT,HIF014401,20.897922,-156.447458,Facility,State Government,NPDES
HAWAII BELT ROAD SEISMIC RETROFIT OF KAHOLO STREAM BRIDGE,HIF014404,20.012501,-155.296657,Permitted Feature,State Government,NPDES
HAWAII BELT ROAD SEISMIC RETROFIT OF KAHOLO STREAM BRIDGE,HIF014404,20.01282,-155.298457,Permitted Feature,State Government,NPDES
HAWAII BELT ROAD SEISMIC RETROFIT OF KAHOLO STREAM BRIDGE,HIF014404,20.013372,-155.298089,Permitted Feature,State Government,NPDES
HAWAII BELT ROAD SEISMIC RETROFIT OF KAHOLO STREAM BRIDGE,HIF014404,20.012693,-155.296634,Permitted Feature,State Government,NPDES
HAWAII BELT ROAD SEISMIC RETROFIT OF KAHOLO STREAM BRIDGE,HIF014404,20.012649,-155.296492,Permitted Feature,State Government,NPDES
HAWAII BELT ROAD SEISMIC RETROFIT OF KAHOLO STREAM BRIDGE,HIF014404,20.012501,-155.296657,Facility,State Government,NPDES
TAMC WATERLINE REPLACEMENT CENTRAL PLANT (2),HIF014406,21.359385,-157.898944,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT CENTRAL PLANT (2),HIF014406,21.359385,-157.898944,Facility,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT IHG HOTEL (2),HIF014407,21.359183,-157.88598,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT IHG HOTEL (2),HIF014407,21.360133,-157.885474,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT JARRETT WHITE (2),HIF014408,21.356728,-157.888221,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC 162 REPLACE DIESEL MOTOR / PUMP BUILDING,HIF014409,21.355457,-157.89699,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC 94 PUMP AND MOTOR,HIF014410,21.350778,-157.893641,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT UPPER TANK (2),HIF014411,21.36198,-157.880462,Permitted Feature,Federal Facility (U.S. Government),NPDES
TAMC WATERLINE REPLACEMENT UPPER TANK (2),HIF014411,21.363409,-157.877899,Permitted Feature,Federal Facility (U.S. Government),NPDES
PARADISE MEMORIAL PARK (2),HIF014414,21.306061,-157.693622,Permitted Feature,Privately Owned Facility,NPDES
PARADISE MEMORIAL PARK (2),HIF014414,21.300278,-157.694444,Permitted Feature,Privately Owned Facility,NPDES
LYDGATE PARK - KAPAA PHASE C (PORTION) & PHASE D BIKE/PEDESTRIAN PATH,HIF014416,22.051594,-159.328541,Permitted Feature,Municipal or Water District,NPDES
LYDGATE PARK - KAPAA PHASE C (PORTION) & PHASE D BIKE/PEDESTRIAN PATH,HIF014416,22.053755,-159.325764,Permitted Feature,Municipal or Water District,NPDES
LYDGATE PARK - KAPAA PHASE C (PORTION) & PHASE D BIKE/PEDESTRIAN PATH,HIF014416,22.055535,-159.321743,Permitted Feature,Municipal or Water District,NPDES
LYDGATE PARK - KAPAA PHASE C (PORTION) & PHASE D BIKE/PEDESTRIAN PATH,HIF014416,22.05822,-159.320059,Permitted Feature,Municipal or Water District,NPDES
LYDGATE PARK - KAPAA PHASE C (PORTION) & PHASE D BIKE/PEDESTRIAN PATH,HIF014416,22.060989,-159.321182,Permitted Feature,Municipal or Water District,NPDES
LYDGATE PARK - KAPAA PHASE C (PORTION) & PHASE D BIKE/PEDESTRIAN PATH,HIF014416,22.061,-159.321134,Permitted Feature,Municipal or Water District,NPDES
KALEIMAO VILLAGE,HIF014417,21.358367,-158.021344,Permitted Feature,Privately Owned Facility,NPDES
HALAWA WATERLINE REPLACEMENT,HIF014418,21.364323,-157.932141,Permitted Feature,Federal Facility (U.S. Government),NPDES
HALAWA WATERLINE REPLACEMENT,HIF014418,21.352759,-157.940015,Permitted Feature,Federal Facility (U.S. Government),NPDES
SPECIAL PROJECT RM15-1330 REPLACE PRIMARY CIRCUITS F1 & F3,HIF014419,21.517841,-158.00596,Permitted Feature,Federal Facility (U.S. Government),NPDES
SPECIAL PROJECT RM15-1330 REPLACE PRIMARY CIRCUITS F1 & F3,HIF014419,21.517201,-158.00533,Permitted Feature,Federal Facility (U.S. Government),NPDES
SPECIAL PROJECT RM15-1330 REPLACE PRIMARY CIRCUITS F1 & F3,HIF014419,21.517467,-158.004741,Permitted Feature,Federal Facility (U.S. Government),NPDES
SPECIAL PROJECT RM15-1330 REPLACE PRIMARY CIRCUITS F1 & F3,HIF014419,21.514497,-158.003807,Permitted Feature,Federal Facility (U.S. Government),NPDES
SPECIAL PROJECT RM15-1330 REPLACE PRIMARY CIRCUITS F1 & F3,HIF014419,21.514525,-158.002317,Permitted Feature,Federal Facility (U.S. Government),NPDES
SPECIAL PROJECT RM15-1330 REPLACE PRIMARY CIRCUITS F1 & F3,HIF014419,21.513391,-158.000732,Permitted Feature,Federal Facility (U.S. Government),NPDES
SPECIAL PROJECT RM15-1330 REPLACE PRIMARY CIRCUITS F1 & F3,HIF014419,21.515317,-157.996388,Permitted Feature,Federal Facility (U.S. Government),NPDES
SPECIAL PROJECT RM15-1330 REPLACE PRIMARY CIRCUITS F1 & F3,HIF014419,21.514201,-157.999915,Permitted Feature,Federal Facility (U.S. Government),NPDES
SPECIAL PROJECT RM15-1330 REPLACE PRIMARY CIRCUITS F1 & F3,HIF014419,21.517841,-158.00596,Facility,Federal Facility (U.S. Government),NPDES
AALII VILLAGE,HIF014421,20.893245,-156.468321,Permitted Feature,Privately Owned Facility,NPDES
INTEROFFICE CABLE ROUTE I2 - KANEOHE,HIF014422,21.412043,-157.772025,Permitted Feature,Privately Owned Facility,NPDES
INTEROFFICE CABLE ROUTE I2 - KANEOHE,HIF014422,21.414334,-157.769192,Permitted Feature,Privately Owned Facility,NPDES
INTEROFFICE CABLE ROUTE I2 - KANEOHE,HIF014422,21.416086,-157.764989,Permitted Feature,Privately Owned Facility,NPDES
INTEROFFICE CABLE ROUTE I2 - KANEOHE,HIF014422,21.41989,-157.764985,Permitted Feature,Privately Owned Facility,NPDES
INTEROFFICE CABLE ROUTE I2 - KANEOHE,HIF014422,21.423898,-157.765494,Permitted Feature,Privately Owned Facility,NPDES
KOKEE STATE PARK ROAD IMPROVEMENTS INCR 2,HIF014423,22.115643,-159.666965,Permitted Feature,State Government,NPDES
KOKEE STATE PARK ROAD IMPROVEMENTS INCR 2,HIF014423,22.143715,-159.631921,Permitted Feature,State Government,NPDES
KOKEE STATE PARK ROAD IMPROVEMENTS INCR 2,HIF014423,22.152483,-159.628854,Permitted Feature,State Government,NPDES
